iso3,country_plan_name,year,plan_type,overlooked_crisis_index,severity_score,funding_gap_score,scale_score,pooled_gap_score,vulnerability_score,crisis_status,data_completeness,total_people_in_need,total_people_targeted,total_people_reached,total_people_affected,total_population,crisis_severity_pct,affected_population_pct,num_clusters,num_subnational_regions,clusters,children_in_need,female_in_need,male_in_need,elderly_in_need,idp_in_need,returnee_in_need,host_community_in_need,refugee_in_need,children_vulnerability_pct,elderly_vulnerability_pct,female_vulnerability_pct,idp_pct,returnee_pct,refugee_pct,total_funding_usd,total_requirements_usd,funding_gap_usd,funding_coverage_pct,min_funding_coverage_pct,max_funding_coverage_pct,funding_gap_per_person_usd,num_response_plans,num_flash_appeals,num_regional_plans,plan_types,original_requirements_usd,revised_requirements_usd,requirements_change_usd,requirements_change_pct,requirements_revision_ratio,pooled_funding_usd,num_pooled_projects,pooled_coverage_pct,pooled_funding_gap_usd,reserve_projects,standard_projects,reserve_funding_usd,standard_funding_usd,reserve_allocation_pct,targeting_efficiency_pct,reach_efficiency_pct,cost_per_beneficiary_usd,beneficiaries_per_dollar,beneficiaries_per_dollar_pooled,avg_project_budget_usd,min_project_budget_usd,max_project_budget_usd,project_budget_variability,is_cost_anomaly,is_efficiency_anomaly,is_project_size_anomaly,is_severely_underfunded,has_major_requirement_increase,cost_zscore,efficiency_zscore,project_size_zscore,benchmark_cost_per_beneficiary,benchmark_beneficiaries_per_dollar,benchmark_project_size,benchmark_funding_coverage_pct,benchmark_pooled_coverage_pct,num_admin_regions,census_year,num_funding_plans,female_population,male_population,child_population,elderly_population,funding_millions_usd,requirements_millions_usd,gap_millions_usd,pooled_gap_millions_usd,requirements_change_millions_usd
CAF,République Centrafricaine Besoins Humanitaires et Plan de Réponse 2026,2026,Humanitarian needs and response plan,49.08,43.05,88.88,5.47,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,2440338,1772631,720000,null,9906029,24.63,null,11,0,"[""WSH"",""PRO-CPN"",""FSC"",""SHL"",""PRO-GBV"",""PRO"",""NUT"",""HEA"",""PRO-MIN"",""CCM"",""EDU""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,29369319,264097388,234728069,11.12,11,11,96.19,29,1,2,"[""Other"",""HRP"",""Flash Appeal"",""Regional Response""]",8965921687,8900842880,-65078807,8.3,0.99,0,0,0,264097388,0,0,0,0,null,72.64,40.62,16.57,0.06,null,null,null,null,null,false,false,false,true,false,-0.81,0.72,null,87.23,0.03,8378713.62,30.61,0.67,17,2015,1,2525065,2427950,null,null,29.37,264.1,234.73,264.1,-65.08
PAN,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2024,2024,Regional response plan,48.47,0,26.39,0,100,0,MODERATE - Partially Overlooked,Partial - Funding Data Only,null,null,null,null,16257780,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15966727,21689521,5722794,73.61,74,74,null,9,0,8,"[""Other"",""Regional Response""]",9995180563,10831995140,836814577,-14.29,1.08,0,0,0,21689521,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,false,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,13,2023,1,4099836,4029054,2722542,1127282,15.97,21.69,5.72,21.69,836.81
HND,Honduras Necesidades Humanitarias y Plan de Respuesta 2024,2024,Humanitarian needs and response plan,48.36,5.88,67.83,2.77,100,95.87,MODERATE - Partially Overlooked,Complete - Has HNO Data,1640224,796974,132000,null,39570696,4.15,null,9,0,"[""WSH"",""PRO-GBV"",""FSC"",""HEA"",""NUT"",""PRO-CPN"",""PRO"",""EDU"",""CCM""]",2348786,551587,1884876,1354543,341708,1581957,6046794,null,143.2,82.58,33.63,20.83,96.45,null,65365340,203159869,137794529,32.17,32,32,84.01,9,3,0,"[""Flash Appeal"",""Other"",""HRP""]",1142380143,1007973686,-134406457,-4.44,0.88,0,0,0,203159869,0,0,0,0,null,48.59,16.56,82.02,0.01,null,null,null,null,null,false,false,false,false,false,-0.06,-0.51,null,87.23,0.03,8378713.62,30.61,0.67,18,2024,1,10162362,9622986,7799700,1775720,65.37,203.16,137.79,203.16,-134.41
UKR,Ukraine Humanitarian Needs and Response Plan 2025,2025,Humanitarian needs and response plan,48.09,62.83,41.82,40.14,92.65,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,12708866,6016366,4800000,16260529,35765386,35.53,45.46,10,25,"[""PRO-MIN"",""HEA"",""EDU"",""PRO-GBV"",""FSC"",""PRO"",""WSH"",""CCM"",""SHL"",""PRO-CPN""]",null,null,null,null,46605852,null,null,null,null,null,null,366.72,null,null,1532252401,2633534010,1101281609,58.18,58,58,86.65,17,2,0,"[""Flash Appeal"",""HRP"",""Other""]",15077298668,18657222917,3579924249,9.36,1.24,193600000,5,7.35,2439934010,2,3,76600000,117000000,39.57,47.34,79.78,254.68,0,0.03,38720000,12000000,90000000,0.8212,false,false,true,false,false,1.92,-0.73,3.53,87.23,0.03,8378713.62,30.61,0.67,null,null,1,null,null,null,null,1532.25,2633.53,1101.28,2439.93,3579.92
HTI,Haiti Besoins Humanitaires et Plan de Réponse 2026,2026,Humanitarian needs and response plan,47.87,21.18,96.34,17.45,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,5986456,3941924,2200000,null,47598220,12.58,null,10,0,"[""SHL"",""EDU"",""HEA"",""NUT"",""PRO-GBV"",""PRO-CPN"",""WSH"",""FSC"",""CCM"",""PRO""]",null,null,null,2894911,9792076,292205,13103056,null,null,48.36,null,163.57,4.88,null,32177241,880327426,848150185,3.66,4,4,141.68,27,8,0,"[""Other"",""Flash Appeal"",""HRP""]",10401325515,8878881497,-1522444018,2.72,0.85,0,0,0,880327426,0,0,0,0,null,65.85,55.81,8.16,0.12,null,null,null,null,null,false,true,false,true,false,-0.91,2.31,null,87.23,0.03,8378713.62,30.61,0.67,10,2024,1,12124080,11675030,10060590,1714020,32.18,880.33,848.15,880.33,-1522.44
VEN,Venezuela Plan de Respuesta Humanitaria 2026,2026,Humanitarian needs and response plan,46.78,11.59,96.28,24.05,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,7943720,5125664,2000000,null,108903100,7.29,null,9,0,"[""WSH"",""EDU"",""PRO-CPN"",""SHL"",""NUT"",""FSC"",""HEA"",""PRO-GBV"",""PRO""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,22554442,606000000,583445558,3.72,4,4,73.45,11,0,0,"[""HRP"",""Other""]",6546984156,5837433795,-709550361,-9.66,0.89,0,0,0,606000000,0,0,0,0,null,64.52,39.02,4.4,0.23,null,null,null,null,null,false,true,false,true,false,-0.95,4.99,null,87.23,0.03,8378713.62,30.61,0.67,24,2011,1,27354470,27097080,19994610,4937514,22.55,606,583.45,606,-709.55
TCD,Tchad Besoins Humanitaires et Plan de Réponse 2026,2026,Humanitarian needs and response plan,46.57,16.09,93.38,21.03,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,7049226,5475571,2000000,null,72134996,9.77,null,11,23,"[""CCM"",""FSC"",""PRO"",""SHL"",""WSH"",""HEA"",""PRO-GBV"",""NUT"",""MS"",""PRO-CPN"",""EDU""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,65291178,986069627,920778449,6.62,7,7,130.62,30,0,4,"[""HRP"",""Regional Response"",""Other""]",13545259266,14713583437,1168324171,20.54,1.09,0,0,0,986069627,0,0,0,0,null,77.68,36.53,11.92,0.08,null,null,null,null,null,false,false,false,true,false,-0.86,1.32,null,87.23,0.03,8378713.62,30.61,0.67,23,2023,1,18150090,17917408,22227042,1303980,65.29,986.07,920.78,986.07,1168.32
COL,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2026,2026,Regional response plan,45.8,6.07,94.87,27.8,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,9053352,1991880,890000,null,212866368,4.25,null,10,33,"[""PRO-CPN"",""PRO"",""HEA"",""EDU"",""SHL"",""ERY"",""PRO-GBV"",""FSC"",""PRO-MIN"",""WSH""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,26793478,522218090,495424612,5.13,5,5,54.72,20,0,8,"[""Regional Response"",""HRP"",""Other""]",12697597742,14003594571,1305996829,-3.34,1.1,0,0,0,522218090,0,0,0,0,null,22,44.68,13.45,0.07,null,null,null,null,null,false,false,false,true,false,-0.85,1.08,null,87.23,0.03,8378713.62,30.61,0.67,33,2025,2,54631512,51801672,31487728,16529702,26.79,522.22,495.42,522.22,1306
MLI,Mali Besoins Humanitaires et Plan de Réponse 2025,2025,Humanitarian needs and response plan,45.22,30.94,75.41,18.95,98.96,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,6431534,4709012,1800000,null,35814228,17.96,null,12,0,"[""HEA"",""PRO-MIN"",""WSH"",""PRO-CPN"",""FSC"",""PRO-GBV"",""NUT"",""PRO"",""PRO-HLP"",""EDU"",""SHL"",""MS""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,189699954,771314315,581614361,24.59,25,25,90.43,26,0,8,"[""Regional Response"",""HRP"",""Other""]",10957644749,10471030802,-486613947,9.44,0.96,8000000,2,1.04,763314315,2,0,8000000,0,100,73.22,38.22,40.28,0.02,0.59,4000000,2000000,6000000,0.7071,false,false,false,false,false,-0.54,-0.19,-0.51,87.23,0.03,8378713.62,30.61,0.67,9,2018,1,9026696,8880418,null,null,189.7,771.31,581.61,763.31,-486.61
UKR,Ukraine Humanitarian Needs and Response Plan 2024,2024,Humanitarian needs and response plan,44.46,62.83,22.91,40.14,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,12708866,6016366,4800000,16260529,35765386,35.53,45.46,10,25,"[""PRO-MIN"",""HEA"",""EDU"",""PRO-GBV"",""FSC"",""PRO"",""WSH"",""CCM"",""SHL"",""PRO-CPN""]",null,null,null,null,46605852,null,null,null,null,null,null,366.72,null,null,2395701306,3107702931,712001625,77.09,77,77,56.02,17,2,0,"[""Flash Appeal"",""HRP"",""Other""]",15077298668,18657222917,3579924249,9.36,1.24,0,0,0,3107702931,0,0,0,0,null,47.34,79.78,398.2,0,null,null,null,null,null,true,false,false,false,false,3.57,-0.76,null,87.23,0.03,8378713.62,30.61,0.67,null,null,1,null,null,null,null,2395.7,3107.7,712,3107.7,3579.92
BFA,Burkina Faso Besoins Humanitaires et Plan de Réponse 2026,2026,Humanitarian needs and response plan,43.68,9.75,91.2,17.2,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,5915136,3672506,1800000,null,94233964,6.28,null,13,0,"[""PRO-MIN"",""MS"",""NUT"",""HEA"",""FSC"",""EDU"",""SHL"",""PRO-HLP"",""PRO-CPN"",""PRO"",""PRO-GBV"",""WSH"",""CCM""]",null,null,null,null,25865531,null,24182304,81700,null,null,null,437.28,null,1.38,57960432,658486359,600525927,8.8,9,9,101.52,29,2,8,"[""HRP"",""Flash Appeal"",""Other"",""Regional Response""]",8745837384,9143982691,398145307,10.02,1.05,0,0,0,658486359,0,0,0,0,null,62.09,49.01,15.78,0.06,null,null,null,null,null,false,false,false,true,false,-0.82,0.8,null,87.23,0.03,8378713.62,30.61,0.67,13,2024,1,24317702,22799280,26420944,2062282,57.96,658.49,600.53,658.49,398.15
COD,République Démocratique du Congo Plan de Réponse Humanitaire 2024,2024,Humanitarian response plan,43.52,10.17,48.75,68.95,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,21241767,10988449,9100000,null,326399090,6.51,null,13,0,"[""MS"",""PRO-GBV"",""PRO-CPN"",""EDU"",""PRO-HLP"",""FSC"",""WSH"",""HEA"",""PRO"",""SHL"",""CCM"",""PRO-MIN"",""NUT""]",93487494,79370244,79050631,4558587,null,null,null,null,440.11,21.46,373.65,null,null,null,1322477382,2580627746,1258150364,51.25,51,51,59.23,30,0,0,"[""Other"",""HRP""]",28749029781,29152363199,403333418,-3.55,1.01,0,0,0,2580627746,0,0,0,0,null,51.73,82.81,120.35,0.01,null,null,null,null,null,false,false,false,false,false,0.38,-0.61,null,87.23,0.03,8378713.62,30.61,0.67,26,2020,1,81927052,81272493,120000374,null,1322.48,2580.63,1258.15,2580.63,403.33
DJI,Regional Migrant Response Plan for Horn of Africa to Yemen and Southern Africa 2025,2025,Regional response plan,43.03,0,18.62,0,100,0,MODERATE - Partially Overlooked,Partial - Funding Data Only,null,null,null,null,818159,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9514282,11691000,2176718,81.38,81,81,null,23,2,8,"[""Flash Appeal"",""Regional Response"",""Other""]",3866621639,1872760633,-1993861006,-7.06,0.48,0,0,0,11691000,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,false,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,6,2009,1,null,null,null,null,9.51,11.69,2.18,11.69,-1993.86
COL,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2025,2025,Regional response plan,43.03,6.07,83.9,27.8,99.81,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,9053352,1991880,890000,null,212866368,4.25,null,10,33,"[""PRO-CPN"",""PRO"",""HEA"",""EDU"",""SHL"",""ERY"",""PRO-GBV"",""FSC"",""PRO-MIN"",""WSH""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,130343608,809539590,679195982,16.1,10,25,75.02,20,0,8,"[""Regional Response"",""HRP"",""Other""]",12697597742,14003594571,1305996829,-3.34,1.1,1500000,1,0.19,808039590,0,1,0,1500000,0,22,44.68,65.44,0.02,1.33,1500000,1500000,1500000,null,false,false,false,false,false,-0.25,-0.43,-0.8,87.23,0.03,8378713.62,30.61,0.67,33,2025,2,54631512,51801672,31487728,16529702,130.34,809.54,679.2,808.04,1306
SSD,South Sudan Humanitarian Needs and Response Plan 2025,2025,Humanitarian needs and response plan,42.89,32.35,57.91,28.6,97.36,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,9290088,5386982,3900000,11289748,49579884,18.74,22.77,14,0,"[""HEA"",""SHL"",""FSC"",""NUT"",""CCM"",""PRO-CPN"",""MPC"",""LOG"",""PRO-MIN"",""WSH"",""EDU"",""PRO-GBV"",""PRO"",""PRO-HLP""]",12650,null,null,null,null,null,null,null,0.14,null,null,null,null,null,713321164,1694778653,981457489,42.09,42,42,105.65,20,0,1,"[""Other"",""Regional Response"",""HRP""]",24237521513,26038709753,1801188240,6.46,1.07,44800000,6,2.64,1649978653,5,1,24800000,20000000,55.36,57.99,72.4,132.42,0.01,0.12,7466666.67,2800000,20000000,0.9495,false,false,false,false,false,0.52,-0.63,-0.11,87.23,0.03,8378713.62,30.61,0.67,10,2022,1,12487886,12302058,13257516,1784170,713.32,1694.78,981.46,1649.98,1801.19
NGA,Nigeria Humanitarian Needs and Response Plan 2026,2026,Humanitarian needs and response plan,42.82,0,92.3,23.73,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,7847048,3584107,1600000,16028952,867188960,0.9,1.85,13,0,"[""ERY"",""PRO"",""WSH"",""FSC"",""PRO-CPN"",""CCM"",""PRO-GBV"",""NUT"",""EDU"",""PRO-MIN"",""PRO-HLP"",""HEA"",""SHL""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,39788283,516399423,476611140,7.7,8,8,60.74,20,0,4,"[""Other"",""Regional Response"",""HRP""]",13411548343,12146842656,-1264705687,6.94,0.91,0,0,0,516399423,0,0,0,0,null,45.67,44.64,11.1,0.09,null,null,null,null,null,false,false,false,true,false,-0.87,1.48,null,87.23,0.03,8378713.62,30.61,0.67,37,2022,1,216892780,216713869,226212634,20413274,39.79,516.4,476.61,516.4,-1264.71
VEN,Venezuela Plan de Respuesta Humanitaria 2025,2025,Humanitarian response plan,42.61,11.59,80.51,24.05,98.52,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,7943720,5125664,2000000,null,108903100,7.29,null,9,0,"[""WSH"",""EDU"",""PRO-CPN"",""SHL"",""NUT"",""FSC"",""HEA"",""PRO-GBV"",""PRO""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,118231672,606497714,488266042,19.49,19,19,61.47,11,0,0,"[""HRP"",""Other""]",6546984156,5837433795,-709550361,-9.66,0.89,9000000,2,1.48,597497714,2,0,9000000,0,100,64.52,39.02,23.07,0.04,0.57,4500000,3000000,6000000,0.4714,false,false,false,false,false,-0.74,0.28,-0.45,87.23,0.03,8378713.62,30.61,0.67,24,2011,1,27354470,27097080,19994610,4937514,118.23,606.5,488.27,597.5,-709.55
HTI,Haiti Besoins Humanitaires et Plan de Réponse 2025,2025,Humanitarian needs and response plan,42.2,21.18,73.97,17.45,99.5,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,5986456,3941924,2200000,null,47598220,12.58,null,10,0,"[""SHL"",""EDU"",""HEA"",""NUT"",""PRO-GBV"",""PRO-CPN"",""WSH"",""FSC"",""CCM"",""PRO""]",null,null,null,2894911,9792076,292205,13103056,null,null,48.36,null,163.57,4.88,null,236379498,908159989,671780491,26.03,26,26,112.22,27,8,0,"[""Other"",""Flash Appeal"",""HRP""]",10401325515,8878881497,-1522444018,2.72,0.85,4500000,2,0.5,903659989,1,1,500000,4000000,11.11,65.85,55.81,59.97,0.02,0.88,2250000,500000,4000000,1.0999,false,false,false,false,false,-0.31,-0.4,-0.71,87.23,0.03,8378713.62,30.61,0.67,10,2024,1,12124080,11675030,10060590,1714020,236.38,908.16,671.78,903.66,-1522.44
CAF,République Centrafricaine Besoins Humanitaires et Plan de Réponse 2025,2025,Humanitarian needs and response plan,41.4,43.05,61.49,5.47,94.45,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,2440338,1772631,720000,null,9906029,24.63,null,11,0,"[""WSH"",""PRO-CPN"",""FSC"",""SHL"",""PRO-GBV"",""PRO"",""NUT"",""HEA"",""PRO-MIN"",""CCM"",""EDU""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,125577046,326056578,200479532,38.51,39,39,82.15,29,1,2,"[""Other"",""HRP"",""Flash Appeal"",""Regional Response""]",8965921687,8900842880,-65078807,8.3,0.99,18100000,6,5.55,307956578,6,0,18100000,0,100,72.64,40.62,70.84,0.01,0.1,3016666.67,400000,8000000,0.9959,false,false,false,false,false,-0.19,-0.46,-0.62,87.23,0.03,8378713.62,30.61,0.67,17,2015,1,2525065,2427950,null,null,125.58,326.06,200.48,307.96,-65.08
PSE,Escalation of Hostilities in the OPT Flash Appeal 2024,2024,Flash appeal,40.98,0,15.68,0,100,0,MODERATE - Partially Overlooked,Partial - Funding Data Only,null,null,null,null,21933800,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2886019734,3422855934,536836200,84.32,84,84,null,29,5,0,"[""Flash Appeal"",""Other""]",20753057659,23393503442,2640445783,28.99,1.13,0,0,0,3422855934,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,false,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,2,2023,1,5395100,5571800,5218596,625150,2886.02,3422.86,536.84,3422.86,2640.45
CMR,Cameroon Humanitarian Needs and Response Plan 2026,2026,Humanitarian needs and response plan,40.91,3.48,93.42,8.45,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,3322058,2100146,800000,null,117769272,2.82,null,11,9,"[""SHL"",""WSH"",""PRO"",""EDU"",""NUT"",""PRO-CPN"",""MS"",""FSC"",""PRO-HLP"",""HEA"",""PRO-GBV""]",null,28934679,22036941,null,20448755,10882359,18373360,1267146,null,null,870.99,615.54,327.58,38.14,20273919,308000000,287726081,6.58,7,7,86.61,19,0,3,"[""Other"",""HRP"",""Regional Response""]",6580171483,4918151548,-1662019935,2.51,0.75,0,0,0,308000000,0,0,0,0,null,63.22,38.09,9.65,0.1,null,null,null,null,null,false,false,false,true,false,-0.89,1.83,null,87.23,0.03,8378713.62,30.61,0.67,10,2025,1,29934894,28949742,29474904,3057194,20.27,308,287.73,308,-1662.02
LBY,Sudan Emergency: Regional Refugee Response Plan 2024,2024,Regional response plan,40.85,0,15.5,0,100,0,MODERATE - Partially Overlooked,Partial - Funding Data Only,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,69522437,82277840,12755403,84.5,55,128,null,18,4,4,"[""Regional Response"",""Flash Appeal"",""Other""]",4943371442,4137840289,-805531153,2.23,0.84,0,0,0,82277840,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,false,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,null,null,2,null,null,null,null,69.52,82.28,12.76,82.28,-805.53
TCD,Tchad Besoins Humanitaires et Plan de Réponse 2025,2025,Humanitarian needs and response plan,40.6,16.09,69.98,21.03,99.17,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,7049226,5475571,2000000,null,72134996,9.77,null,11,23,"[""CCM"",""FSC"",""PRO"",""SHL"",""WSH"",""HEA"",""PRO-GBV"",""NUT"",""MS"",""PRO-CPN"",""EDU""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,436509852,1454258243,1017748391,30.02,30,30,144.38,30,0,4,"[""HRP"",""Regional Response"",""Other""]",13545259266,14713583437,1168324171,20.54,1.09,12000000,2,0.83,1442258243,2,0,12000000,0,100,77.68,36.53,79.72,0.01,0.46,6000000,4000000,8000000,0.4714,false,false,false,false,false,-0.09,-0.5,-0.28,87.23,0.03,8378713.62,30.61,0.67,23,2023,1,18150090,17917408,22227042,1303980,436.51,1454.26,1017.75,1442.26,1168.32
VEN,Venezuela Plan de Respuesta Humanitaria 2024,2024,Humanitarian response plan,40.52,11.59,71.25,24.05,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,7943720,5125664,2000000,null,108903100,7.29,null,9,0,"[""WSH"",""EDU"",""PRO-CPN"",""SHL"",""NUT"",""FSC"",""HEA"",""PRO-GBV"",""PRO""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,177419013,617034811,439615798,28.75,29,29,55.34,11,0,0,"[""HRP"",""Other""]",6546984156,5837433795,-709550361,-9.66,0.89,0,0,0,617034811,0,0,0,0,null,64.52,39.02,34.61,0.03,null,null,null,null,null,false,false,false,false,false,-0.6,-0.09,null,87.23,0.03,8378713.62,30.61,0.67,24,2011,1,27354470,27097080,19994610,4937514,177.42,617.03,439.62,617.03,-709.55
MLI,Mali Besoins Humanitaires et Plan de Réponse 2024,2024,Humanitarian needs and response plan,40.49,30.94,55.88,18.95,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,6431534,4709012,1800000,null,35814228,17.96,null,12,0,"[""HEA"",""PRO-MIN"",""WSH"",""PRO-CPN"",""FSC"",""PRO-GBV"",""NUT"",""PRO"",""PRO-HLP"",""EDU"",""SHL"",""MS""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,309555106,701569941,392014835,44.12,44,44,60.95,26,0,8,"[""Regional Response"",""HRP"",""Other""]",10957644749,10471030802,-486613947,9.44,0.96,0,0,0,701569941,0,0,0,0,null,73.22,38.22,65.74,0.02,null,null,null,null,null,false,false,false,false,false,-0.25,-0.44,null,87.23,0.03,8378713.62,30.61,0.67,9,2018,1,9026696,8880418,null,null,309.56,701.57,392.01,701.57,-486.61
IRQ,Syrian Arab Republic Regional Refugee and Resilience Plan (3RP) 2024,2024,Regional response plan,39.75,0,13.92,0,100,0,MODERATE - Partially Overlooked,Partial - Funding Data Only,null,null,null,null,164762632,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,132990779,154504589,21513810,86.08,86,86,null,30,2,15,"[""Other"",""Flash Appeal"",""Regional Response""]",66309564967,72419496226,6109931259,35.11,1.09,0,0,0,154504589,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,false,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,18,2021,1,40760358,41620958,42168258,4096852,132.99,154.5,21.51,154.5,6109.93
COG,Democratic Republic of the Congo Regional Refugee Response Plan 2024,2024,Regional response plan,39.24,0,13.2,0,100,0,MODERATE - Partially Overlooked,Partial - Funding Data Only,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20502469,23619974,3117505,86.8,87,87,null,18,0,6,"[""Other"",""Regional Response""]",5301929827,4016994565,-1284935262,-6.71,0.76,0,0,0,23619974,0,0,0,0,null,null,null,null,null,null,null,null,null,null,false,false,false,false,false,null,null,null,87.23,0.03,8378713.62,30.61,0.67,null,null,1,null,null,null,null,20.5,23.62,3.12,23.62,-1284.94
MOZ,Mozambique Humanitarian Needs and Response Plan 2026,2026,Humanitarian needs and response plan,39.11,0.04,95.1,1.64,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,1305029,1097096,1105000,2469082,140655968,0.93,1.76,11,0,"[""PRO-GBV"",""EDU"",""PRO-CPN"",""PRO"",""SHL"",""FSC"",""PRO-HLP"",""HEA"",""NUT"",""WSH"",""CCM""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,26193544,534342584,508149040,4.9,5,5,389.38,20,6,1,"[""Regional Response"",""Flash Appeal"",""HRP"",""Other""]",4154813466,4493914370,339100904,5.18,1.08,0,0,0,534342584,0,0,0,0,null,84.07,100.72,23.88,0.04,null,null,null,null,null,false,false,false,true,false,-0.73,0.25,null,87.23,0.03,8378713.62,30.61,0.67,11,2025,1,36174928,34153056,39627820,2849454,26.19,534.34,508.15,534.34,339.1
NER,Niger Besoins Humanitaires et Plan de Réponse 2026,2026,Humanitarian needs and response plan,39.07,2.8,88.73,5.95,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,2580329,2132111,844290,null,105471388,2.45,null,10,0,"[""HEA"",""NUT"",""SHL"",""EDU"",""WSH"",""PRO-CPN"",""PRO-GBV"",""PRO"",""FSC"",""PRO-HLP""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null,50583019,449000000,398416981,11.27,11,11,154.41,29,1,9,"[""HRP"",""Regional Response"",""Other"",""Flash Appeal""]",10710697257,10428677837,-282019420,28.37,0.97,0,0,0,449000000,0,0,0,0,null,82.63,39.6,23.72,0.04,null,null,null,null,null,false,false,false,true,false,-0.73,0.25,null,87.23,0.03,8378713.62,30.61,0.67,8,2024,1,26512516,26223178,31743474,2152586,50.58,449,398.42,449,-282.02
HTI,Haïti Besoins Humanitaires et Plan de Réponse 2024,2024,Humanitarian needs and response plan,37.76,21.18,55.9,17.45,100,0,MODERATE - Partially Overlooked,Complete - Has HNO Data,5986456,3941924,2200000,null,47598220,12.58,null,10,0,"[""SHL"",""EDU"",""HEA"",""NUT"",""PRO-GBV"",""PRO-CPN"",""WSH"",""FSC"",""CCM"",""PRO""]",null,null,null,2894911,9792076,292205,13103056,null,null,48.36,null,163.57,4.88,null,297134149,673767352,376633203,44.1,44,44,62.91,27,8,0,"[""Other"",""Flash Appeal"",""HRP""]",10401325515,8878881497,-1522444018,2.72,0.85,0,0,0,673767352,0,0,0,0,null,65.85,55.81,75.38,0.01,null,null,null,null,null,false,false,false,false,false,-0.14,-0.49,null,87.23,0.03,8378713.62,30.61,0.67,10,2024,1,12124080,11675030,10060590,1714020,297.13,673.77,376.63,673.77,-1522.44
